time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1730907985313739984,21.437,1730907985272950439,21.562,1730907985313059694,21.312,1730907985232987517,21.4995,True,True,3.0,1.2294645309448242
1730907988283196379,21.562,1730907988282795531,21.75,1730907988193141865,21.25,1730907988243844637,21.656,True,True,3.0,1.1970901489257812
1730907991313341328,21.687,1730907991272926928,21.875,1730907991312961072,21.25,1730907991233002727,21.781,True,True,3.0,1.2260940074920654
1730907994273555972,21.875,1730907994193038558,22.125,1730907994233054350,21.312,1730907994272996440,22.0,True,True,3.0,1.1844820976257324
1730907997353117833,22.062,1730907997232994142,22.312,1730907997352742688,21.312,1730907997313716776,22.187,True,True,3.0,1.2621111869812012
1730908000273296777,22.25,1730908000193082398,22.562,1730908000233705111,21.312,1730908000272872485,22.406,True,True,3.0,1.1805040836334229
1730908003313140269,22.437,1730908003312768699,22.812,1730908003233933381,21.312,1730908003272767036,22.6245,True,True,3.0,1.2184622287750244
1730908006273389284,22.687,1730908006193304403,23.062,1730908006232884422,21.312,1730908006272936621,22.8745,True,True,3.0,1.176858901977539
1730908009313534495,22.937,1730908009312980463,23.312,1730908009273013448,21.312,1730908009233112025,23.1245,True,True,3.0,1.21687912940979
1730908012283301870,23.187,1730908012242957839,23.625,1730908012193178393,21.312,1730908012282889207,23.406,False,True,3.0,1.184821367263794
1730908015313343301,23.437,1730908015233019663,23.937,1730908015272892049,21.312,1730908015312860861,23.687,False,True,3.0,1.2129826545715332
1730908018273298596,23.75,1730908018232904899,24.25,1730908018272895210,21.312,1730908018193095179,24.0,False,True,3.0,1.1711044311523438
1730908021313475011,24.0,1730908021233891033,24.562,1730908021312857516,21.312,1730908021273956973,24.281,False,True,3.0,1.2107141017913818
1730908024313434895,24.187,1730908024193011984,24.875,1730908024313000213,21.312,1730908024273040846,24.531,True,True,3.0,1.2087397575378418
1730908027313267391,24.437,1730908027272866824,25.062,1730908027233291213,21.312,1730908027312822302,24.7495,True,True,3.0,1.206705093383789
1730908030312736260,24.687,1730908030212831501,25.375,1730908030273142612,21.312,1730908030312479615,25.031,True,True,3.0,1.2060165405273438
1730908033353394579,25.0,1730908033233402646,25.625,1730908033352877676,21.312,1730908033313469804,25.3125,True,True,3.0,1.2466213703155518
1730908036353428295,25.25,1730908036272975011,25.937,1730908036313019210,21.312,1730908036352927244,25.5935,True,True,3.0,1.2448689937591553
1730908039313469571,25.562,1730908039232991342,26.25,1730908039273191300,21.312,1730908039312993965,25.906,True,True,3.0,1.2030973434448242
1730908042353290620,25.812,1730908042312917904,26.562,1730908042352882734,21.312,1730908042273069370,26.187,True,True,3.0,1.242295265197754
1730908045313278637,26.125,1730908045312906492,26.875,1730908045233817565,21.312,1730908045273027513,26.5,True,True,3.0,1.2004623413085938
1730908048353383238,26.437,1730908048273109118,27.187,1730908048352934464,21.312,1730908048313014430,26.812,True,True,3.0,1.2397704124450684
1730908051353506121,26.687,1730908051232975989,27.5,1730908051313045610,21.312,1730908051352968459,27.0935,True,True,3.0,1.238016128540039
1730908054363116975,27.0,1730908054323643344,27.812,1730908054273072868,21.312,1730908054362759996,27.406,True,True,3.0,1.2458000183105469
1730908057313433467,27.375,1730908057232998627,28.187,1730908057273405434,21.312,1730908057312953712,27.781,True,True,3.0,1.1944234371185303
1730908060353303996,27.687,1730908060312993688,28.625,1730908060272992007,21.312,1730908060352882426,28.156,True,True,3.0,1.233191728591919
1730908063353361287,28.0,1730908063312915091,28.937,1730908063233048820,21.312,1730908063352941198,28.4685,True,True,3.0,1.2323617935180664
1730908066363124677,28.312,1730908066323594473,29.312,1730908066273318401,21.312,1730908066362768699,28.812,False,True,3.0,1.2402751445770264
1730908069323373155,28.625,1730908069272866456,29.687,1730908069233750582,21.312,1730908069322935326,29.156,False,True,3.0,1.199892282485962
1730908072393139567,29.0,1730908072352884277,30.0,1730908072273921442,21.25,1730908072392719441,29.5,False,True,3.0,1.2686562538146973
1730908075323171536,29.312,1730908075272753781,30.375,1730908075233935644,21.25,1730908075322748077,29.8435,False,True,3.0,1.1980087757110596
1730908078353327245,29.625,1730908078312916141,30.687,1730908078352868767,21.25,1730908078273014292,30.156,True,True,3.0,1.2273335456848145
1730908081403311184,29.875,1730908081402928429,30.937,1730908081353018261,21.25,1730908081313103283,30.406,True,True,3.0,1.2754828929901123
1730908084353143033,30.187,1730908084312782410,31.312,1730908084352729074,21.25,1730908084272986209,30.7495,True,True,3.0,1.2235267162322998
1730908087313436974,30.5,1730908087233000152,31.625,1730908087273043759,21.312,1730908087313004608,31.0625,True,True,3.0,1.1820077896118164
1730908090352688657,30.75,1730908090272452500,31.875,1730908090312248461,21.25,1730908090352474178,31.3125,True,True,3.0,1.2198779582977295
1730908093393396050,31.062,1730908093352920743,32.25,1730908093392877999,21.25,1730908093313252540,31.656,True,True,3.0,1.2587499618530273
1730908096353334365,31.375,1730908096313028279,32.562,1730908096272983375,21.25,1730908096352879961,31.9685,True,True,3.0,1.2168893814086914
1730908099353412674,31.625,1730908099233067059,32.875,1730908099352978789,21.25,1730908099312948330,32.25,True,True,3.0,1.21512770652771
