time,execution_interval,heater_on,fan_on,t1,time_t1,t2,time_t2,t3,time_t3,elapsed
1600451531.2089236,3,False,False,23.187,1600451529.448937,25.75,1600451530.3289013,25.5,1600451531.208917,2.6605653762817383
1600451534.1688948,3,False,False,23.187,1600451532.408937,25.75,1600451533.2888775,25.5,1600451534.1688874,2.620131254196167
1600451537.2089074,3,False,False,23.187,1600451535.4489331,25.75,1600451536.328883,25.5,1600451537.208901,2.6597025394439697
1600451540.1689324,3,False,False,23.187,1600451538.4089172,25.75,1600451539.288901,25.437,1600451540.1689265,2.619325876235962
